"predictor","libsize","direction","rho","ci_lower","ci_upper","p_value","n_nominal","n_eff_clifford","is_pred_to_lst"
"distance_to_water",50,"LST->distance_to_water",0.246809724707843,0.205198610197599,0.287530184446528,0,2000,53.6393197401312,FALSE
"distance_to_water",60,"LST->distance_to_water",0.308794451411026,0.268598937922248,0.34791642266833,0,2000,53.6393197401312,FALSE
"distance_to_water",70,"LST->distance_to_water",0.375068118057732,0.336773603843365,0.41212390456704,0,2000,53.6393197401312,FALSE
"distance_to_water",80,"LST->distance_to_water",0.442406227214461,0.406456932469294,0.476987851440522,0,2000,53.6393197401312,FALSE
"distance_to_water",90,"LST->distance_to_water",0.501395564731435,0.467846320005852,0.533501920279363,0,2000,53.6393197401312,FALSE
"distance_to_water",100,"LST->distance_to_water",0.557937722798546,0.526994401755606,0.5874037377142,0,2000,53.6393197401312,FALSE
"distance_to_water",110,"LST->distance_to_water",0.609654151978081,0.581358101984663,0.636477322150936,0,2000,53.6393197401312,FALSE
"distance_to_water",120,"LST->distance_to_water",0.66267403514021,0.637355488457135,0.686563310086138,0,2000,53.6393197401312,FALSE
"distance_to_roads",10,"distance_to_roads->LST",0.0166539884826398,-0.027196796728413,0.0604408017656699,0.456649638973071,2000,567.23398051302,TRUE
"distance_to_roads",20,"distance_to_roads->LST",0.0367273517053923,-0.00711503467676348,0.0804288105239175,0.100584985424935,2000,567.23398051302,TRUE
"distance_to_roads",30,"distance_to_roads->LST",0.0629523784221254,0.019174352833422,0.106489478749168,0.00485727915356637,2000,567.23398051302,TRUE
"distance_to_roads",40,"distance_to_roads->LST",0.0945986588540053,0.0509791032871645,0.137857984394213,2.26081664074229e-05,2000,567.23398051302,TRUE
"distance_to_roads",50,"distance_to_roads->LST",0.131276985313939,0.0879521285783233,0.174106112654049,3.79859699251028e-09,2000,567.23398051302,TRUE
"distance_to_roads",60,"distance_to_roads->LST",0.173043018684494,0.130199602753927,0.215241423285352,6.66133814775094e-15,2000,567.23398051302,TRUE
"distance_to_roads",70,"distance_to_roads->LST",0.229037937542201,0.187085142622144,0.270156780738786,0,2000,567.23398051302,TRUE
"distance_to_roads",80,"distance_to_roads->LST",0.289671204059516,0.249001736667041,0.32932089452277,0,2000,567.23398051302,TRUE
"distance_to_roads",90,"distance_to_roads->LST",0.3585772733174,0.319772127677954,0.396181509789937,0,2000,567.23398051302,TRUE
