"variable","E","k","rho","mae","rmse"
"DEM",14,13,0.995129528208794,0.585367602799387,0.811628690812902
"DEM",14,14,0.995006534383015,0.594376721728307,0.821786792810714
"DEM",14,15,0.994895779438574,0.599931237763684,0.830946849297882
"DEM",14,16,0.994788030416647,0.606088372208176,0.839871796495907
"DEM",14,17,0.994659435204698,0.614082432860525,0.850294151322923
"DEM",15,4,0.996193202027336,0.523566997314117,0.715309926879429
"DEM",15,5,0.996056690021472,0.535442981799571,0.728432831341338
"DEM",15,6,0.995999024615443,0.530540341074784,0.733611903697362
"DEM",15,7,0.995816644618382,0.543642661929976,0.750221996323229
"DEM",15,8,0.995703145612594,0.552103159363291,0.760745978546248
"DEM",15,9,0.995472884646639,0.567012722519755,0.780992628797089
"DEM",15,10,0.995339034557761,0.577019063198738,0.792657200747247
"DEM",15,11,0.995195322640944,0.585816220666038,0.80469910327901
"DEM",15,12,0.995077524571469,0.591975358340571,0.814998218135281
"DEM",15,13,0.994947620596806,0.599432810204921,0.826005006438182
"DEM",15,14,0.994807753931611,0.609270713706695,0.83733662670923
"DEM",15,15,0.994715034355411,0.614272988360578,0.844957008163587
"DEM",15,16,0.994594111964327,0.621049875872533,0.854679717329863
"DEM",15,17,0.994463670347855,0.627866501448764,0.865002014392874
"BSI",2,4,0.299606802762247,0.0273072615323807,0.0399427407630837
"BSI",2,5,0.303701878261651,0.0269269882762452,0.0395026270823171
"BSI",2,6,0.317579367058297,0.0265024492754448,0.038945322103179
"BSI",2,7,0.320649978812246,0.0263068909899212,0.0387096291165096
"BSI",2,8,0.324341761898075,0.026153798408824,0.0385153664830363
"BSI",2,9,0.327677027675572,0.0260259600237217,0.0383250467889091
"BSI",2,10,0.33240502207085,0.0258684471373045,0.0381231194178259
"BSI",2,11,0.336754505630633,0.0257554017899886,0.0379664878808109
"BSI",2,12,0.339697847588595,0.0256649391440401,0.0378443145761846
"BSI",2,13,0.340893216383178,0.0256107926964698,0.0377853761928699
"BSI",2,14,0.341872980099075,0.0255632552905564,0.0377307077170615
"BSI",2,15,0.343580026130334,0.0255041878669437,0.0376612087595585
"BSI",2,16,0.344107345339458,0.0254607128757798,0.0376253283573456
"BSI",2,17,0.34478589550097,0.0254300764979878,0.0375979320071888
"BSI",3,4,0.503590620754257,0.0230231330829505,0.0339189479541686
"BSI",3,5,0.514244290529638,0.0226572674590478,0.0333169017127788
"BSI",3,6,0.521585961457583,0.0223096749276606,0.0329493470813226
"BSI",3,7,0.528737392574382,0.0220812466843442,0.0326583466094325
"BSI",3,8,0.532485013482497,0.0219355148015977,0.0324669795121505
"BSI",3,9,0.538019239966237,0.0218072973968776,0.0322150184244221
"BSI",3,10,0.539674625595101,0.0217686811054268,0.0321209869924785
"BSI",3,11,0.541707425308208,0.0216834952974407,0.0320022037166878
"BSI",3,12,0.541882520983758,0.0216501545554542,0.0319532908684479
"BSI",3,13,0.546822736918948,0.0215689284539188,0.0317821491444819
"BSI",3,14,0.54832946067394,0.0215448591216251,0.0317124049721898
"BSI",3,15,0.548259147309957,0.0214983442587724,0.0316815247026087
"BSI",3,16,0.549049227640714,0.0214820095599218,0.0316446411392817
"BSI",3,17,0.550111659118384,0.0214321197590603,0.0315997802438778
"BSI",4,4,0.650028251964948,0.0195890800584642,0.0289674573844842
"BSI",4,5,0.654729347298563,0.019322881775499,0.0286809158915551
"BSI",4,6,0.658647287291683,0.0191705524761762,0.0284450078935805
