"predictor","libsize","direction","rho","ci_lower","ci_upper","p_value","n_eff","is_pred_to_lst"
"built_density",10,"built_density->LST",0.0465901526971817,-0.162756770272106,0.251922933742636,0.663860228354309,89.4143123511111,TRUE
"built_density",20,"built_density->LST",0.10494002975008,-0.105123454391823,0.306038723283022,0.326566285663747,89.4143123511111,TRUE
"built_density",30,"built_density->LST",0.166440093548234,-0.0428118241170584,0.361703274470036,0.118142183991066,89.4143123511111,TRUE
"built_density",40,"built_density->LST",0.23024792563313,0.0236057803132885,0.418021635076684,0.0295631197612005,89.4143123511111,TRUE
"built_density",50,"built_density->LST",0.282972076392415,0.0798981482002876,0.463493110212356,0.00707282601176784,89.4143123511111,TRUE
"built_density",60,"built_density->LST",0.335271748751567,0.137047007062292,0.5076783525748,0.00128453877577428,89.4143123511111,TRUE
"built_density",70,"built_density->LST",0.386945718060325,0.19483859165097,0.550462048034783,0.000173469298279549,89.4143123511111,TRUE
"built_density",80,"built_density->LST",0.437565658948629,0.252774926478716,0.591556523706484,1.72232598210087e-05,89.4143123511111,TRUE
"built_density",90,"built_density->LST",0.487890096660062,0.311717344143279,0.631633110014275,1.16648289316679e-06,89.4143123511111,TRUE
"built_density",100,"built_density->LST",0.542088302245645,0.376750457568076,0.67395218105831,3.80452997994496e-08,89.4143123511111,TRUE
"built_density",110,"built_density->LST",0.593425618033876,0.439891441138734,0.713254928761624,8.09064371054546e-10,89.4143123511111,TRUE
"built_density",120,"built_density->LST",0.649833371348524,0.511064205648097,0.755587749885522,4.9649173661237e-12,89.4143123511111,TRUE
"built_density",10,"LST->built_density",0.0412006475865111,-0.168008983380546,0.246858878110102,0.700777413338308,89.4143123511111,FALSE
"built_density",20,"LST->built_density",0.0887914538971125,-0.121216202992402,0.291190890070216,0.40686080198159,89.4143123511111,FALSE
"built_density",30,"LST->built_density",0.136063564885622,-0.0737940217755278,0.334381967275647,0.202508174783903,89.4143123511111,FALSE
"built_density",40,"LST->built_density",0.196731173543478,-0.0115107505082662,0.388617797023243,0.0639908783767931,89.4143123511111,FALSE
"built_density",50,"LST->built_density",0.252597248131749,0.0473087059835545,0.437412188497955,0.0166708320665387,89.4143123511111,FALSE
"built_density",60,"LST->built_density",0.314175001607814,0.113834295012727,0.489963291258378,0.00265140887922621,89.4143123511111,FALSE
"built_density",70,"LST->built_density",0.376046547584135,0.182537062440185,0.541508940497748,0.000272205975090367,89.4143123511111,FALSE
"built_density",80,"LST->built_density",0.435725999913318,0.250645906459947,0.590076924663896,1.88559105018804e-05,89.4143123511111,FALSE
"built_density",90,"LST->built_density",0.499304772443133,0.325278113652214,0.640617704162087,5.95410693637888e-07,89.4143123511111,FALSE
"built_density",100,"LST->built_density",0.563117882783704,0.402430784304129,0.690142739325435,8.50300407861937e-09,89.4143123511111,FALSE
"built_density",110,"LST->built_density",0.617804167143584,0.470416353659918,0.731658414288224,1.01385122519559e-10,89.4143123511111,FALSE
"built_density",120,"LST->built_density",0.666094298549095,0.531941050261129,0.767629376380334,9.31699162265431e-13,89.4143123511111,FALSE
"green_density",10,"green_density->LST",0.028247261163174,-0.063968310398461,0.119984529758989,0.548368714566387,453.809918393044,TRUE
"green_density",20,"green_density->LST",0.0574499278016794,-0.0347832588687391,0.148712746769572,0.221904753113717,453.809918393044,TRUE
"green_density",30,"green_density->LST",0.0935262455893962,0.0014898264769365,0.18399150405486,0.0464540891486636,453.809918393044,TRUE
"green_density",40,"green_density->LST",0.128921342030129,0.0373149172816192,0.21837905830071,0.0059540896819692,453.809918393044,TRUE
"green_density",50,"green_density->LST",0.161809955348779,0.0708154701941861,0.250133589601198,0.000539512853929391,453.809918393044,TRUE
"green_density",60,"green_density->LST",0.19227423985201,0.102030807301827,0.279378842967627,3.73611620705372e-05,453.809918393044,TRUE
"green_density",70,"green_density->LST",0.226996359135651,0.13782698740732,0.312515638833043,1.02772825649744e-06,453.809918393044,TRUE
"green_density",80,"green_density->LST",0.260992113287174,0.173101480170874,0.344758828468451,1.67479492496625e-08,453.809918393044,TRUE
"green_density",90,"green_density->LST",0.29671868218704,0.21041648594149,0.378431918180065,1.12355014181276e-10,453.809918393044,TRUE
"green_density",100,"green_density->LST",0.34592432629112,0.262224864532802,0.424457950276765,3.33066907387547e-14,453.809918393044,TRUE
"green_density",110,"green_density->LST",0.396059643166812,0.315513054753384,0.470939838693389,0,453.809918393044,TRUE
"green_density",120,"green_density->LST",0.455328369156809,0.379171186754075,0.52535845815734,0,453.809918393044,TRUE
"green_density",10,"LST->green_density",0.0128182127670059,-0.0793246279604256,0.104743869820729,0.785374362472349,453.809918393044,FALSE
"green_density",20,"LST->green_density",0.0333913194252536,-0.0588387751845533,0.125056186069945,0.477973825737406,453.809918393044,FALSE
"green_density",30,"LST->green_density",0.0534907905819932,-0.0387492475137812,0.144826938658851,0.2554647288014,453.809918393044,FALSE
"green_density",40,"LST->green_density",0.0752450124243851,-0.0169214346635619,0.166143506587589,0.109425709322362,453.809918393044,FALSE
"green_density",50,"LST->green_density",0.101638352741851,0.00967966807927133,0.19189230451232,0.0304014463714761,453.809918393044,FALSE
"green_density",60,"LST->green_density",0.128372614046956,0.0367577203475793,0.217847640199338,0.00617211124227013,453.809918393044,FALSE
"green_density",70,"LST->green_density",0.163953675025825,0.0730062262085356,0.252196813190289,0.000453529208271908,453.809918393044,FALSE
"green_density",80,"LST->green_density",0.209066585163987,0.119313458572416,0.295430442316771,7.0839892303276e-06,453.809918393044,FALSE
"green_density",90,"LST->green_density",0.265278536423708,0.177565200781411,0.348810291452736,9.53894296884528e-09,453.809918393044,FALSE
"green_density",100,"LST->green_density",0.32333017322481,0.238375531864685,0.403374078609388,1.67288405350519e-12,453.809918393044,FALSE
"green_density",110,"LST->green_density",0.386057921248838,0.304841632136711,0.461700036732046,0,453.809918393044,FALSE
"green_density",120,"LST->green_density",0.446917678967303,0.370093501339622,0.517670759173146,0,453.809918393044,FALSE
"distance_to_water",10,"distance_to_water->LST",0.218577327450947,-0.0532136272054274,0.46021740371634,0.113575835825915,53.6393197401312,TRUE
"distance_to_water",20,"distance_to_water->LST",0.261424393535432,-0.00778867207832845,0.495302427273643,0.0570701068219004,53.6393197401312,TRUE
"distance_to_water",30,"distance_to_water->LST",0.306453279639046,0.0411775535871399,0.531369727440539,0.024710826285989,53.6393197401312,TRUE
"distance_to_water",40,"distance_to_water->LST",0.355914240733348,0.0964731840262758,0.570069080728119,0.00848667015440574,53.6393197401312,TRUE
"distance_to_water",50,"distance_to_water->LST",0.408535992827779,0.157114857073967,0.610223988214063,0.00224198452432711,53.6393197401312,TRUE
"distance_to_water",60,"distance_to_water->LST",0.452238138848461,0.208961104977088,0.642802945850242,0.000623705212237091,53.6393197401312,TRUE
"distance_to_water",70,"distance_to_water->LST",0.489727385166948,0.254553797985865,0.670211585306308,0.000180197559077611,53.6393197401312,TRUE
"distance_to_water",80,"distance_to_water->LST",0.5297085688664,0.304357023938698,0.698909499102091,4.05216415506615e-05,53.6393197401312,TRUE
"distance_to_water",90,"distance_to_water->LST",0.572506948205449,0.359070732044441,0.729037417812906,6.56043069247048e-06,53.6393197401312,TRUE
"distance_to_water",100,"distance_to_water->LST",0.62232273360363,0.424658293180658,0.763357664405483,5.5513652164052e-07,53.6393197401312,TRUE
"distance_to_water",110,"distance_to_water->LST",0.672216644050359,0.492496332518843,0.796951765136412,2.91377633132583e-08,53.6393197401312,TRUE
"distance_to_water",120,"distance_to_water->LST",0.717374579027532,0.555837424375235,0.826706085900006,1.18811560589904e-09,53.6393197401312,TRUE
"distance_to_water",10,"LST->distance_to_water",0.0477537093232079,-0.223783408445398,0.31241155345206,0.732577729066417,53.6393197401312,FALSE
"distance_to_water",20,"LST->distance_to_water",0.0889514411345295,-0.184114593323407,0.349270515682938,0.523871875283878,53.6393197401312,FALSE
"distance_to_water",30,"LST->distance_to_water",0.136381182902211,-0.137316241710177,0.39073045391012,0.327136436206494,53.6393197401312,FALSE
"distance_to_water",40,"LST->distance_to_water",0.181135462822633,-0.0920081292462705,0.428927739904937,0.191485019410179,53.6393197401312,FALSE
"distance_to_water",50,"LST->distance_to_water",0.228444509549905,-0.0428515370240677,0.468364528237446,0.0977905152353209,53.6393197401312,FALSE
"distance_to_water",60,"LST->distance_to_water",0.285845218863118,0.0186082534004473,0.514963631136942,0.0368011450628583,53.6393197401312,FALSE
"distance_to_water",70,"LST->distance_to_water",0.33651102483694,0.0745884788640543,0.555000007332524,0.0131646666150973,53.6393197401312,FALSE
"distance_to_water",80,"LST->distance_to_water",0.390826175304354,0.136492053193675,0.59682459199036,0.00359451312264136,53.6393197401312,FALSE
"distance_to_water",90,"LST->distance_to_water",0.440914667349176,0.195394887623074,0.634427209640139,0.000883282214534375,53.6393197401312,FALSE
"distance_to_water",100,"LST->distance_to_water",0.482495429376586,0.245676481371762,0.664962302899248,0.000231548828999006,53.6393197401312,FALSE
"distance_to_water",110,"LST->distance_to_water",0.524202509839623,0.297424369073036,0.694989416939107,5.03279826609138e-05,53.6393197401312,FALSE
"distance_to_water",120,"LST->distance_to_water",0.561355835833695,0.344672345834958,0.721245588977707,1.08039095674251e-05,53.6393197401312,FALSE
"distance_to_roads",10,"distance_to_roads->LST",0.0233832256791053,-0.0590559704603204,0.105505634802673,0.578376186130035,567.23398051302,TRUE
"distance_to_roads",20,"distance_to_roads->LST",0.0473990040274587,-0.0350633295167819,0.129220278743112,0.259729821086147,567.23398051302,TRUE
"distance_to_roads",30,"distance_to_roads->LST",0.0747630890115879,-0.00760925654373972,0.156127648728735,0.0752117490701085,567.23398051302,TRUE
"distance_to_roads",40,"distance_to_roads->LST",0.107643878153688,0.0255447402157209,0.188300699262318,0.0103020677423054,567.23398051302,TRUE
"distance_to_roads",50,"distance_to_roads->LST",0.14042384942952,0.0587778373023792,0.220203703448897,0.000797437113699395,567.23398051302,TRUE
"distance_to_roads",60,"distance_to_roads->LST",0.178885083251164,0.0980028407991723,0.257419625649534,1.82192960904715e-05,567.23398051302,TRUE
"distance_to_roads",70,"distance_to_roads->LST",0.223595105236155,0.14391879081704,0.300391142118723,7.37329624023175e-08,567.23398051302,TRUE
"distance_to_roads",80,"distance_to_roads->LST",0.275195021612291,0.197340369055883,0.349600142092586,2.57616150634021e-11,567.23398051302,TRUE
"distance_to_roads",90,"distance_to_roads->LST",0.327494004459207,0.251961659549754,0.399060403746216,1.33226762955019e-15,567.23398051302,TRUE
"distance_to_roads",100,"distance_to_roads->LST",0.384292353757013,0.311832301110733,0.452308162515329,0,567.23398051302,TRUE
"distance_to_roads",110,"distance_to_roads->LST",0.445605601448887,0.377114423034269,0.509249445037378,0,567.23398051302,TRUE
"distance_to_roads",120,"distance_to_roads->LST",0.500126551917905,0.435741918515886,0.559419007024292,0,567.23398051302,TRUE
"distance_to_roads",10,"LST->distance_to_roads",0.017231749371537,-0.0651862359123141,0.0994162275305292,0.682152179960912,567.23398051302,FALSE
"distance_to_roads",20,"LST->distance_to_roads",0.042727626098202,-0.0397376653365831,0.124614795644646,0.30970124232328,567.23398051302,FALSE
"distance_to_roads",30,"LST->distance_to_roads",0.0724933698341762,-0.00989117248444896,0.15390039527503,0.084525212245449,567.23398051302,FALSE
"distance_to_roads",40,"LST->distance_to_roads",0.106698645026324,0.0245891251359499,0.18737822215076,0.0109948068433536,567.23398051302,FALSE
"distance_to_roads",50,"LST->distance_to_roads",0.141421211649398,0.0597918311719779,0.221171714959775,0.000730831343633387,567.23398051302,FALSE
"distance_to_roads",60,"LST->distance_to_roads",0.181625096266304,0.100806887779338,0.260062061059086,1.34646333380672e-05,567.23398051302,FALSE
"distance_to_roads",70,"LST->distance_to_roads",0.22896991929514,0.149461772247632,0.305536055847185,3.49373741048709e-08,567.23398051302,FALSE
"distance_to_roads",80,"LST->distance_to_roads",0.282900922864393,0.205358196414199,0.356913922054779,6.71485089753787e-12,567.23398051302,FALSE
"distance_to_roads",90,"LST->distance_to_roads",0.348347119151385,0.273875777633962,0.418666182479096,0,567.23398051302,FALSE
"distance_to_roads",100,"LST->distance_to_roads",0.413947221263222,0.343321565334749,0.47991789070569,0,567.23398051302,FALSE
"distance_to_roads",110,"LST->distance_to_roads",0.470521216250973,0.403838762787981,0.532230307708728,0,567.23398051302,FALSE
"distance_to_roads",120,"LST->distance_to_roads",0.526325187305741,0.464109537729272,0.583373145915548,0,567.23398051302,FALSE
"DEM",10,"DEM->LST",0.220239167973611,0.0455511568862859,0.381857305849412,0.0140534806688695,123.801662977872,TRUE
"DEM",20,"DEM->LST",0.292221953223857,0.122057583294431,0.445697820978564,0.000999766816751624,123.801662977872,TRUE
"DEM",30,"DEM->LST",0.328679668973431,0.161593544196963,0.477446856082886,0.000196083236746247,123.801662977872,TRUE
"DEM",40,"DEM->LST",0.365818407251826,0.202427153835964,0.509394408067335,2.98406016281394e-05,123.801662977872,TRUE
"DEM",50,"DEM->LST",0.405937527515271,0.247185406723324,0.54346671246898,2.95756285084714e-06,123.801662977872,TRUE
"DEM",60,"DEM->LST",0.449723632859977,0.2968202664352,0.58014321201902,1.64417290227092e-07,123.801662977872,TRUE
"DEM",70,"DEM->LST",0.486224481610337,0.338837944436765,0.610318445379539,1.06327726623334e-08,123.801662977872,TRUE
"DEM",80,"DEM->LST",0.523550016420916,0.382421672044114,0.640807459953055,4.54496440482899e-10,123.801662977872,TRUE
"DEM",90,"DEM->LST",0.562954247229473,0.429124300565628,0.672598018568733,1.04656283639315e-11,123.801662977872,TRUE
"DEM",100,"DEM->LST",0.605277704662557,0.480096776532846,0.706298837834557,1.00586206031039e-13,123.801662977872,TRUE
"DEM",110,"DEM->LST",0.653858862648683,0.539666692139778,0.744426134131598,2.22044604925031e-16,123.801662977872,TRUE
"DEM",120,"DEM->LST",0.703390723173399,0.601602867678568,0.782700857716939,0,123.801662977872,TRUE
"DEM",10,"LST->DEM",0.107517574269245,-0.0702739555430282,0.278688461800115,0.234983967205455,123.801662977872,FALSE
"DEM",20,"LST->DEM",0.170201396035652,-0.00645060452187814,0.336551851759368,0.0589778745243326,123.801662977872,FALSE
"DEM",30,"LST->DEM",0.218123851257121,0.0433334796545697,0.379957640792396,0.0150274131366466,123.801662977872,FALSE
"DEM",40,"LST->DEM",0.261716556394798,0.0893863338326178,0.418832289395808,0.00334844084022712,123.801662977872,FALSE
"DEM",50,"LST->DEM",0.304223548464376,0.135013160891825,0.456192160849437,0.00059832331210985,123.801662977872,FALSE
"DEM",60,"LST->DEM",0.348744851340381,0.183584153726287,0.494756350523488,7.30116204614717e-05,123.801662977872,FALSE
"DEM",70,"LST->DEM",0.397764017737236,0.238011479035345,0.536561690543158,4.85551763862446e-06,123.801662977872,FALSE
"DEM",80,"LST->DEM",0.449363945159219,0.29640913971623,0.579844066380611,1.6865158425361e-07,123.801662977872,FALSE
"DEM",90,"LST->DEM",0.505822275273811,0.361643005433902,0.626372693867471,2.12985273861932e-09,123.801662977872,FALSE
"DEM",100,"LST->DEM",0.555583838774154,0.420334009159341,0.66668232916178,2.20046203480706e-11,123.801662977872,FALSE
"DEM",110,"LST->DEM",0.601420344422652,0.4754158679383,0.703246192901737,1.58095758706622e-13,123.801662977872,FALSE
"DEM",120,"LST->DEM",0.647524872735541,0.531834624081617,0.73948837224133,4.44089209850063e-16,123.801662977872,FALSE
"NDBI",10,"NDBI->LST",0.136768285183786,-0.0668638533687139,0.329462591316311,0.186837655166699,94.771568528492,TRUE
"NDBI",20,"NDBI->LST",0.227404977669276,0.0268502359147005,0.410361415750876,0.026862375264173,94.771568528492,TRUE
"NDBI",30,"NDBI->LST",0.305118881587495,0.110111506376698,0.477506146805303,0.00267430043134098,94.771568528492,TRUE
"NDBI",40,"NDBI->LST",0.387419030573195,0.201374898783899,0.546483901297206,0.0001070932897278,94.771568528492,TRUE
"NDBI",50,"NDBI->LST",0.457670159762423,0.281919068514167,0.603703844658666,3.20412599519315e-06,94.771568528492,TRUE
"NDBI",60,"NDBI->LST",0.516059549139464,0.35080327693521,0.650144243408275,8.99541232612933e-08,94.771568528492,TRUE
"NDBI",70,"NDBI->LST",0.565248703917292,0.41025551501088,0.688504845769194,2.51749820989744e-09,94.771568528492,TRUE
"NDBI",80,"NDBI->LST",0.610005409136282,0.465519920457025,0.722819607572701,5.61160007350736e-11,94.771568528492,TRUE
"NDBI",90,"NDBI->LST",0.64931044348193,0.515000112449809,0.752502647459813,1.17261755860909e-12,94.771568528492,TRUE
