"predictor","libsize","direction","rho","ci_lower","ci_upper","p_value","n_nominal","n_eff_clifford","is_pred_to_lst"
"distance_to_water",80,"LST->distance_to_water",0.335061192901818,0.295571029576338,0.373408235550623,0,2000,53.6393197401312,FALSE
"distance_to_water",90,"LST->distance_to_water",0.371947617298369,0.333554561619825,0.409108924481971,0,2000,53.6393197401312,FALSE
"distance_to_water",100,"LST->distance_to_water",0.392347795891504,0.354615169617449,0.428804588960615,0,2000,53.6393197401312,FALSE
"distance_to_water",110,"LST->distance_to_water",0.407917026142845,0.370714235560604,0.443812858399685,0,2000,53.6393197401312,FALSE
"distance_to_water",120,"LST->distance_to_water",0.421644077336944,0.38492700106191,0.457028639401447,0,2000,53.6393197401312,FALSE
"distance_to_roads",10,"distance_to_roads->LST",0.00806662501294253,-0.0357769572049064,0.0518792148398623,0.71845025117818,2000,567.23398051302,TRUE
"distance_to_roads",20,"distance_to_roads->LST",0.0206299937344089,-0.0232219369224046,0.0644026914100581,0.35646457504494,2000,567.23398051302,TRUE
"distance_to_roads",30,"distance_to_roads->LST",0.0372080746759998,-0.00663367659388686,0.0809070588580805,0.0962061085905654,2000,567.23398051302,TRUE
"distance_to_roads",40,"distance_to_roads->LST",0.0580848277468024,0.0142902768952345,0.101656950720012,0.00937132885696057,2000,567.23398051302,TRUE
"distance_to_roads",50,"distance_to_roads->LST",0.0730159201697677,0.0292786897551834,0.116474094258951,0.00108428281578288,2000,567.23398051302,TRUE
"distance_to_roads",60,"distance_to_roads->LST",0.0912858669643812,0.0476455711467246,0.134578332226999,4.34331986505221e-05,2000,567.23398051302,TRUE
"distance_to_roads",70,"distance_to_roads->LST",0.112943674052463,0.0694565811155929,0.156002328621388,4.10446992615832e-07,2000,567.23398051302,TRUE
"distance_to_roads",80,"distance_to_roads->LST",0.138736443805846,0.0954861574964244,0.18146390393381,4.64186911131037e-10,2000,567.23398051302,TRUE
"distance_to_roads",90,"distance_to_roads->LST",0.165393974199361,0.122450732486808,0.207719073972515,9.81437153768638e-14,2000,567.23398051302,TRUE
"distance_to_roads",100,"distance_to_roads->LST",0.191081686336956,0.148494437453202,0.232961499207838,0,2000,567.23398051302,TRUE
"distance_to_roads",110,"distance_to_roads->LST",0.214952252043894,0.172748882967545,0.256367800663987,0,2000,567.23398051302,TRUE
"distance_to_roads",120,"distance_to_roads->LST",0.227395243981151,0.185412305708319,0.268549557783395,0,2000,567.23398051302,TRUE
"distance_to_roads",10,"LST->distance_to_roads",0.015581864314234,-0.0282683747125399,0.0593722476315431,0.486147821485679,2000,567.23398051302,FALSE
"distance_to_roads",20,"LST->distance_to_roads",0.0273626966369525,-0.0164880106117153,0.0711083467262283,0.221268902481037,2000,567.23398051302,FALSE
"distance_to_roads",30,"LST->distance_to_roads",0.040922526769437,-0.00291363197361422,0.084601711646054,0.0672898238693047,2000,567.23398051302,FALSE
"distance_to_roads",40,"LST->distance_to_roads",0.0572201781437973,0.0134229103463692,0.100798307242306,0.0104834481148635,2000,567.23398051302,FALSE
"distance_to_roads",50,"LST->distance_to_roads",0.0733844719288504,0.0296489052831547,0.116839588882266,0.00102261291733452,2000,567.23398051302,FALSE
"distance_to_roads",60,"LST->distance_to_roads",0.0894250836468092,0.0457735643733192,0.132735747268502,6.20866496667816e-05,2000,567.23398051302,FALSE
"distance_to_roads",70,"LST->distance_to_roads",0.110012531470707,0.0665022695714721,0.153105198217369,8.14711793806211e-07,2000,567.23398051302,FALSE
"distance_to_roads",80,"LST->distance_to_roads",0.132495248753955,0.089182232144471,0.175308098838601,2.71599276402412e-09,2000,567.23398051302,FALSE
"distance_to_roads",90,"LST->distance_to_roads",0.157992462230798,0.114957606064695,0.200435388432124,1.19548815291637e-12,2000,567.23398051302,FALSE
"distance_to_roads",100,"LST->distance_to_roads",0.182670739019179,0.139960417495343,0.224702561646208,2.22044604925031e-16,2000,567.23398051302,FALSE
"distance_to_roads",110,"LST->distance_to_roads",0.203645600695145,0.161254017642915,0.245287106363261,0,2000,567.23398051302,FALSE
"distance_to_roads",120,"LST->distance_to_roads",0.217794845540818,0.175640604669187,0.259151875196709,0,2000,567.23398051302,FALSE
"DEM",10,"DEM->LST",0.171739601898255,0.128878805356297,0.213959949538393,1.06581410364015e-14,2000,123.801662977872,TRUE
"DEM",20,"DEM->LST",0.262075297590317,0.220780471263385,0.302432190236364,0,2000,123.801662977872,TRUE
"DEM",30,"DEM->LST",0.300326036095947,0.259916532997974,0.339685494859994,0,2000,123.801662977872,TRUE
"DEM",40,"DEM->LST",0.333080728872499,0.293535186572182,0.371488216262268,0,2000,123.801662977872,TRUE
"DEM",50,"DEM->LST",0.362091304595457,0.323392875466702,0.399580574029721,0,2000,123.801662977872,TRUE
"DEM",60,"DEM->LST",0.394011315215949,0.356334233240101,0.430409132320536,0,2000,123.801662977872,TRUE
"DEM",70,"DEM->LST",0.415989664745405,0.379070404275762,0.451586719647676,0,2000,123.801662977872,TRUE
"DEM",80,"DEM->LST",0.434626990081351,0.398385340535984,0.469513637997263,0,2000,123.801662977872,TRUE
"DEM",90,"DEM->LST",0.451464238850835,0.415862433056656,0.485684400662572,0,2000,123.801662977872,TRUE
"DEM",100,"DEM->LST",0.469415034766755,0.434524397619296,0.502898873984563,0,2000,123.801662977872,TRUE
"DEM",110,"DEM->LST",0.490459271019465,0.456440572487095,0.523046130732362,0,2000,123.801662977872,TRUE
"DEM",120,"DEM->LST",0.51184543512299,0.47875521427255,0.543483498738481,0,2000,123.801662977872,TRUE
"DEM",10,"LST->DEM",0.0844963062051009,0.0408165397371664,0.127853725936219,0.000154828446725874,2000,123.801662977872,FALSE
"DEM",20,"LST->DEM",0.130808115140074,0.0874787367342366,0.173643473055028,4.31860369687342e-09,2000,123.801662977872,FALSE
"DEM",30,"LST->DEM",0.167747050295119,0.124833960554817,0.210033708068602,4.32986979603811e-14,2000,123.801662977872,FALSE
"DEM",40,"LST->DEM",0.198199042333487,0.155720895869341,0.239945508625294,0,2000,123.801662977872,FALSE
"DEM",50,"LST->DEM",0.231220921659349,0.189308560982296,0.272292273229397,0,2000,123.801662977872,FALSE
"DEM",60,"LST->DEM",0.269146426153153,0.228005257598855,0.30932823254287,0,2000,123.801662977872,FALSE
"DEM",70,"LST->DEM",0.31012651660801,0.269965258018257,0.349210582842123,0,2000,123.801662977872,FALSE
"DEM",80,"LST->DEM",0.349557979306785,0.310484114193862,0.387452575810654,0,2000,123.801662977872,FALSE
"DEM",90,"LST->DEM",0.386911804520913,0.34899945069343,0.423559712839878,0,2000,123.801662977872,FALSE
"DEM",100,"LST->DEM",0.414368914681068,0.377392246435919,0.450026388848967,0,2000,123.801662977872,FALSE
"DEM",110,"LST->DEM",0.43943516378265,0.403373549814079,0.474133873552922,0,2000,123.801662977872,FALSE
"DEM",120,"LST->DEM",0.461092567570887,0.425868486993448,0.494921087004262,0,2000,123.801662977872,FALSE
"NDBI",10,"NDBI->LST",0.0319408533160036,-0.0119067487426253,0.0756658539593962,0.153317859028135,2000,94.771568528492,TRUE
"NDBI",20,"NDBI->LST",0.107612505824919,0.0640838410569332,0.150732470109109,1.41002971831838e-06,2000,94.771568528492,TRUE
"NDBI",30,"NDBI->LST",0.157785308167999,0.114747958316826,0.200231464585981,1.27986510278788e-12,2000,94.771568528492,TRUE
"NDBI",40,"NDBI->LST",0.214198584016866,0.17198231138317,0.255629532729846,0,2000,94.771568528492,TRUE
"NDBI",50,"NDBI->LST",0.277439802131375,0.236484627866473,0.317410877169964,0,2000,94.771568528492,TRUE
"NDBI",60,"NDBI->LST",0.333532419743297,0.293999476331213,0.371926150224614,0,2000,94.771568528492,TRUE
"NDBI",70,"NDBI->LST",0.383956194818815,0.345947263371169,0.420706983122332,0,2000,94.771568528492,TRUE
"NDBI",80,"NDBI->LST",0.429957012027715,0.393542552835933,0.465024366642342,0,2000,94.771568528492,TRUE
"NDBI",90,"NDBI->LST",0.463311495382508,0.428175686958935,0.497048674229909,0,2000,94.771568528492,TRUE
"NDBI",100,"NDBI->LST",0.488686386524972,0.454592637286452,0.521350216449946,0,2000,94.771568528492,TRUE
"NDBI",110,"NDBI->LST",0.502868045414098,0.469382862793466,0.534908955921118,0,2000,94.771568528492,TRUE
"NDBI",120,"NDBI->LST",0.513940406941166,0.480943440635261,0.545483512142162,0,2000,94.771568528492,TRUE
